ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
473,湖里江头江头东里1-11号嘉盛花园(湖里),118.12949177495088,24.49985545330215,43402,442,101.84,3,1,1,南,17.0,1,满二年,中层,11.0,2,2,10,10,10
474,思明火车站湖滨南五里1-25号绿家园,118.10926300780585,24.476740197659645,68453,673.5,98.39,3,2,2,南北,19.0,1,满五年,中层,7.0,2,4,10,10,10
475,湖里台湾街台湾街356-398号桃源大厦,118.1284376059692,24.500934293040217,41529,339,81.63,2,1,1,南,21.0,1,满二年,中层,16.0,2,2,10,10,10
476,湖里南山康乐里1-11号源昌豪庭Ⅱ期,118.11099382937127,24.508779415937504,47015,385,81.89,3,1,1,南,9.0,1,满五年,高层,9.0,1,3,10,10,10
477,湖里五缘湾南区钟宅西二里1-8号特房五缘尊府,118.15971187181044,24.521967884134956,72091,630,87.39,2,2,1,南,12.0,1,满二年,低层,26.0,2,0,10,10,10
478,思明莲花涵光路10-16号涵光路10-16号小区,118.1184853942095,24.48511761769794,62400,465,74.52,2,1,1,西南,28.0,1,满五年,低层,6.0,4,5,10,10,10
479,湖里象屿保税区悦鸿路29-57号悦华园,118.09907031674499,24.517322337341525,81781,698,85.35,3,2,3,南北,14.0,1,满五年,,2.0,0,0,5,8,10
480,思明禾祥西路后江埭路67-69号祥云公寓,118.08752605742653,24.47075502652772,54761,425,77.61,2,2,1,南北,26.0,1,满二年,高层,9.0,0,3,10,10,10
481,思明观音山塔埔东里1-61号塔埔社区(东区),118.18924535637622,24.498797502176288,44994,430,95.57,3,2,2,南北,11.0,1,,中层,7.0,0,0,2,10,10
482,思明莲花吕岭路28号安宝大厦,118.12553384103327,24.493248587134406,54439,490,90.01,2,1,1,南,22.0,1,满二年,低层,31.0,3,4,10,10,10
483,思明莲前西路西林西里12-30号金磊花园,118.13385378488607,24.47775432237865,43108,389,90.24,2,2,1,南,22.0,0,满五年,高层,7.0,0,3,10,10,10
484,湖里祥店祥店里41-66号祥店新村2区,118.14067719551004,24.50360162332899,40582,349,86,2,2,2,南北,19.0,1,满五年,中层,6.0,2,3,10,10,10
485,思明松柏西浦路2-8号翠湖公寓,118.12017299347538,24.496394570408693,53768,568,105.64,3,2,1,南北,24.0,1,满五年,高层,7.0,1,4,10,10,10
486,思明火车站东浦路68-78号翡翠城,118.12254646640119,24.473892738544063,57370,355,61.88,3,2,1,南,14.0,1,满五年,低层,15.0,4,3,10,10,10
487,思明文屏文屏路50-78号文图花园,118.10200144862095,24.465586754962438,60108,515,85.68,3,2,1,南北,24.0,1,满二年,高层,6.0,2,2,10,10,10
488,"湖里湖里大唐世家兴隆路500-528,572-580号湖里大唐世家(一期公寓住宅)",118.12030337742412,24.512520724263958,44877,360,80.22,3,2,1,南,17.0,1,满五年,低层,9.0,4,5,10,10,10
489,思明松柏嘉禾路337号中关委大厦,118.12136527443639,24.49846159453777,53474,398,74.43,2,1,1,西北,17.0,1,,中层,30.0,1,3,10,10,10
490,思明松柏松柏路108-152号永升花园,118.12128658114258,24.493476791238905,66542,638,95.88,2,2,1,南北,22.0,1,满五年,低层,7.0,2,4,10,10,10
491,思明禾祥西路禾祥西路6号之1-3联邦广场,118.07586228638017,24.465280999639447,57328,550,95.94,3,2,2,东北,23.0,1,满二年,中层,12.0,0,3,10,10,10
492,思明禾祥西路角滨路18号双福花园,118.07670691353484,24.466615775097587,54286,532,98,2,2,2,南北,25.0,1,满二年,低层,7.0,0,3,10,10,10
493,"思明华侨博物馆厦港新村1-41(单号),2-24(双号)号厦港新村1-41(单号),2-24(双号)号小区",118.08766234471783,24.447843827705658,52539,358,68.14,3,1,1,南北,24.0,1,满五年,,4.0,1,3,8,10,10
494,思明莲花莲秀里108-112号鹭江新城(四期),118.12616292303149,24.493573451238582,49692,580,116.72,3,2,2,南北,20.0,1,,中层,18.0,3,4,10,10,10
495,思明瑞景洪莲西里1-48号嘉盛豪园(一期),118.14889835239192,24.481782136326736,49227,468,95.07,2,2,2,南北,18.0,1,满五年,中层,15.0,0,2,10,10,10
496,思明火车站东坪三里150-153号东坪小区,118.12049795488193,24.46741546521023,44555,450,101,3,2,1,北,5.0,1,,低层,18.0,2,3,10,10,10
497,湖里南山南山路100号南山路100号小区,118.09844322859561,24.503715398196988,41667,400,96,3,2,2,南,23.0,1,满二年,中层,6.0,0,1,10,10,10
498,思明湖滨北路官任路1-67号官任小区,118.08146323027827,24.47877661011901,59499,498,83.7,3,2,2,南北,26.0,1,满五年,高层,7.0,0,2,1,10,10
499,思明厦大厦港新村34-40号星鲨宿舍,118.08567280608875,24.44528202329285,60328,498,82.55,3,1,1,南,38.0,1,满二年,低层,6.0,0,0,0,0,0
500,思明火车站湖滨东路25号湖滨东路25号小区,118.10841579550682,24.47344036535,52433,388,74,3,1,1,南北,29.0,1,,中层,7.0,2,3,10,10,10
501,思明莲岳路莲岳路18-24号新港龙花园,118.11534855809589,24.487380843223892,49796,316,63.46,2,2,1,南,24.0,1,满二年,高层,9.0,3,5,10,10,10
502,思明禾祥西路禾祥西路19号宝马花园,118.07755051661586,24.466758079679174,69992,560,80.01,3,2,1,南北,21.0,1,满二年,高层,11.0,0,4,10,10,10
503,湖里湖里大唐世家兴隆路635-677号湖里大唐世家五期(公寓住宅),118.11823581929637,24.51305468856332,43924,420,95.62,3,2,1,南,24.0,1,满五年,中层,6.0,3,5,10,10,10
504,湖里南山兴隆路215-235号豪景阁,118.10897755972782,24.51137394908195,44319,408,92.06,3,2,1,南北,20.0,1,满二年,高层,6.0,2,2,10,10,10
505,思明龙山吕岭路248-268号鑫利花园,118.13912016291142,24.492332782579847,52613,435,82.68,3,2,2,东西,22.0,1,满五年,中层,7.0,2,3,10,10,10
506,湖里枋湖枋湖北路263-279号金色阳光,118.14082552484108,24.519621507161112,50639,460,90.84,2,2,1,南北,8.0,1,,低层,17.0,2,3,10,10,10
507,思明岳阳小区仙岳路241-243号益田海景大厦,118.09262277133412,24.492254329192264,48763,325,66.65,2,1,1,南北,18.0,1,满五年,低层,25.0,2,2,8,10,10
508,思明中山路厦港新村32号之2-7厦港新村32号之2-7小区,118.08599801322785,24.44535390542544,49871,365,73.19,2,2,1,东西,28.0,1,,中层,7.0,0,0,0,0,0
509,思明中山路思明南路287-289号鸿山大厦,118.07929727837902,24.45216598068034,76464,499,65.26,3,1,1,东南,30.0,1,满二年,中层,26.0,0,5,10,10,10
510,思明莲坂嘉禾路301-303号宝龙中心(二期),118.12231294342763,24.491349230058592,59167,568,96,2,2,2,南,22.0,1,满五年,低层,33.0,2,3,10,10,10
511,思明中山路局中北街301-578号南中广场公寓,118.07386004439265,24.457447690189905,50101,475,94.81,3,1,1,西南,15.0,1,满五年,,5.0,0,6,10,10,10
512,思明湖滨北路仙岳路220-226号共和大厦,118.0924264743708,24.491415091126214,49130,398,81.01,3,2,1,东南,24.0,1,满二年,中层,8.0,2,2,8,10,10
513,思明长青路长青路283号嘉华大厦,118.11814970646128,24.49069687835104,42933,465,108.31,2,2,2,南,19.0,1,满二年,低层,31.0,3,6,10,10,10
514,思明禾祥东路湖滨东路77-83号嘉隆商业小区,118.10709252060074,24.475665651810594,60779,578,95.1,3,2,1,西北,24.0,1,满二年,中层,20.0,2,3,10,10,10
515,思明莲前西路莲前西路726-736号禹洲云顶国际,118.14520285214547,24.478453905114247,64277,545,84.79,2,2,2,南,9.0,1,,高层,28.0,0,2,10,10,10
516,思明禾祥东路湖滨南路272号湖滨南路272号小区,118.0970354121002,24.4749626438423,52967,358,67.59,2,1,1,西南,26.0,1,满五年,高层,8.0,0,6,10,10,10
517,湖里金尚金昌里34-104号金秋花园(一二期),118.14513758799612,24.499307252997912,48348,398,82.32,3,2,2,南北,22.0,1,满五年,低层,7.0,2,2,10,10,10
518,湖里海天路海天路291-311号德辉花园,118.09851341330649,24.507524217538382,41550,398,95.79,3,2,2,南北,26.0,1,满五年,低层,6.0,0,1,10,10,10
519,思明湖滨北路湖滨北路25-27号海湾新城,118.07848118860976,24.481017233280166,53338,386,72.37,2,2,1,南,19.0,1,满二年,高层,36.0,0,1,0,10,10
520,"湖里南山华泰路4-20,南山路54-56号南泰苑",118.09964195097403,24.5053318224529,45594,538,118,4,2,3,南,24.0,1,,中层,7.0,0,1,10,10,10
521,思明龙山吕岭路236-246号建群花园,118.13741921368,24.493035093900716,38635,310,80.24,3,2,1,南北,24.0,1,,高层,7.0,3,4,10,10,10
522,"湖里海天路海天路78-96号,南山路11-46号南山小区",118.0946961279837,24.506345199610283,44198,358,81,3,2,2,南,34.0,1,满五年,中层,6.0,0,0,7,10,10
523,思明中山路土崎巷1-69号土崎巷小区,118.07218056958774,24.458605041523935,64821,550,84.85,4,2,3,南北,34.0,1,,,4.0,0,6,8,10,10
524,思明松柏松柏路101-127号牡丹园,118.12116894278277,24.495498998267205,64909,320,49.3,3,2,1,南北,21.0,1,满五年,高层,7.0,1,4,10,10,10
525,湖里台湾街台湾街102-110号明发豪庭,118.12803319282898,24.497294267907105,45362,375,82.67,2,1,1,南,20.0,1,满二年,中层,16.0,3,2,10,10,10
526,思明湖滨南路湖滨南路328号税务宿舍(思明),118.11110034503346,24.476085618433913,50756,356,70.14,2,1,1,南北,39.0,1,满五年,高层,7.0,2,4,10,10,10
527,思明斗西路角滨路45-57号钢窗厂宿舍,118.07859132024424,24.468297626057986,49542,335,67.62,2,1,1,南北,32.0,1,满五年,高层,7.0,0,3,10,10,10
528,湖里湖里大唐世家兴隆路616-660号湖里大唐世家(六期),118.12101607991113,24.51291391480967,46364,408,88,2,2,1,南,22.0,1,满五年,中层,6.0,4,5,10,10,10
529,"思明莲花莲秀里147-153,131号龙江大厦",118.12691938128643,24.493936358707277,44718,466,104.21,3,2,2,南,24.0,1,满五年,低层,15.0,3,4,10,10,10
530,思明松柏嘉禾路341号潇湘大厦,118.12113858934337,24.499122526398338,63090,388,61.5,1,1,1,南,21.0,1,满五年,高层,35.0,1,3,10,10,10
531,湖里南山康泰里1-86号源昌豪庭(一期),118.11162064623525,24.508703694381428,67337,570,84.65,2,2,2,南北,16.0,1,,中层,9.0,1,3,10,10,10
532,思明龙山吕岭路230-232号侨鑫公寓,118.13628575965981,24.493600115034376,58788,388,66,3,2,1,南,24.0,1,满五年,高层,10.0,3,4,10,10,10
533,思明莲坂槟榔东里174-184号制革宿舍,118.11206444691112,24.48115887165567,49137,330,67.16,2,1,1,南北,34.0,1,,中层,7.0,3,3,8,10,10
534,思明龙山龙昌里1-43号龙昌里居住区,118.1366717202394,24.49246936539666,46381,346,74.6,2,1,1,南北,27.0,1,满五年,低层,7.0,2,4,10,10,10
535,思明将军祠万寿北里91-137号万寿新城,118.09865421204093,24.463913145239477,58631,428,73,3,2,1,南北,20.0,1,满五年,高层,7.0,2,3,10,10,10
536,思明华侨博物馆厦港新村84-96号中裕花园,118.0862488418927,24.446617965696678,64907,568,87.51,3,2,1,南,19.0,1,,高层,6.0,0,0,0,0,0
537,"湖里海天路华昌路14-50号,海天路55-61号华昌小区",118.09348626020731,24.508154369167723,35582,306,86,3,1,1,南,33.0,1,满五年,,5.0,0,0,5,10,10
538,湖里江头江宁里1-35号江宁里,118.12602152238073,24.496030639624077,44765,419,93.6,3,2,2,南北,25.0,1,满二年,高层,7.0,3,3,10,10,10
539,湖里南山南山路97-99号南山路97-99号小区,118.09744604876255,24.50384850077151,41715,400,95.89,3,2,2,南,8.0,1,满二年,高层,6.0,0,2,10,10,10
540,湖里SM商圈园山三里2-28号塘边地铁社区,118.120470614951,24.509266231596946,53261,490,92,2,2,2,南,3.0,1,满二年,高层,13.0,2,4,10,10,10
541,思明鹭江道湖滨西路8号协成大厦,118.07450033232138,24.464997506767922,61689,499,80.89,2,2,1,西北,16.0,1,满五年,高层,26.0,0,3,10,10,10
542,思明莲前西路西林路42-54号莲成花园,118.13420169484279,24.493797647822845,36896,318,86.19,3,2,1,南,26.0,1,满五年,高层,7.0,2,3,10,10,10
543,湖里南山南山路68-70号南山大厦,118.09740629746797,24.505488094862528,41289,350,84.77,2,2,1,南,19.0,1,,低层,18.0,0,1,9,10,10
544,思明湖滨北路建兴路27-101号建兴小区,118.08248618661156,24.478706582372027,59837,396,66.18,3,1,1,南北,39.0,1,满二年,高层,7.0,0,2,2,10,10
545,思明莲前西路西林东路295-405号侨建小区,118.14329888110112,24.475612730803817,32485,310,95.43,3,2,1,南北,29.0,0,满五年,中层,7.0,0,1,10,7,10
546,"思明华侨博物馆厦港新村26-28,30,32号厦港花园",118.0853971768696,24.445860205712503,58091,480,82.63,2,2,1,南北,31.0,1,满二年,低层,9.0,0,0,0,0,0
547,湖里SM商圈禾山路401-421号金龙公寓,118.12870698008467,24.506945806821502,34737,330,95,3,2,2,南,27.0,1,满五年,低层,7.0,2,1,10,10,10
548,思明文屏文屏路127-199号文屏山庄(一期),118.11288525601873,24.459465143566938,45471,399,87.75,3,1,1,南北,21.0,1,满五年,低层,7.0,0,0,10,10,10
549,思明禾祥东路禾祥东路67-87号皓晖花园,118.10981344359523,24.47501313459978,61811,398,64.39,2,2,1,南北,19.0,1,,高层,11.0,3,3,10,10,10
550,思明莲坂湖滨南路619号富山花园,118.11202928667781,24.479209067297106,65732,539,82,3,2,2,南北,24.0,1,满五年,中层,16.0,2,3,10,10,10
551,思明瑞景洪文一里74-103号瑞景新村寿鹤苑,118.15021025985169,24.475095610188124,52912,438,82.78,2,1,1,南北,25.0,1,,中层,6.0,0,0,5,6,10
552,湖里湖里大唐世家兴隆路535-625号湖里大唐世家(三期公寓住宅),118.11687828385315,24.512151611615934,43682,420,96.15,2,2,1,南,24.0,1,满五年,高层,6.0,2,5,10,10,10
553,思明体育中心莲滨里9-27号莲北小区,118.11097177132481,24.489781372235058,54051,427,79,2,2,1,南北,24.0,1,,高层,7.0,3,7,10,10,10
554,湖里东渡双狮南里1-38号双狮南里,118.07343042218184,24.48722417029191,41662,350,84.01,3,2,1,南北,29.0,1,满二年,低层,7.0,0,0,0,4,6
555,湖里湖里大道兴隆路89-115号奔马馨园,118.10681363555739,24.512379210018974,40228,368,91.48,3,2,2,东北,23.0,1,满五年,中层,6.0,1,1,10,10,10
556,思明岳阳小区岳阳西里138-162号(双号)岳阳小区,118.09061294086582,24.49254954316626,40143,360,89.68,2,2,1,南北,28.0,1,满二年,高层,9.0,2,2,6,10,10
557,湖里SM商圈乌石浦三里8-53号梅阳花园,118.12701786486555,24.50795094024474,36517,325,89,3,2,1,南北,24.0,1,满五年,,5.0,2,2,10,10,10
558,思明松柏嘉禾路351号摩登时代大厦,118.12096421555337,24.500213477577756,54090,330,61.01,2,1,1,北,18.0,1,,中层,30.0,1,3,10,10,10
559,思明文灶文屏路16-24号钨业宿舍,118.096530170728,24.465592362051932,48606,500,102.87,3,2,1,东南,18.0,1,满五年,中层,7.0,1,3,10,10,10
560,思明禾祥东路禾祥东路22号金庭花园,118.10429816923552,24.472004268405723,46002,470,102.17,3,2,1,南北,24.0,1,满五年,低层,8.0,2,1,10,10,10
561,思明莲前东路莲前西路95号莲前公寓,118.1217933253108,24.48020795664042,43580,318,72.97,2,2,1,西南,26.0,1,满五年,高层,9.0,4,3,10,10,10
562,"思明中山路寿彭路5,7,9,15,17号外贸土产新村",118.07847480177696,24.44897916698632,55097,520,94.38,2,2,1,南北,26.0,1,满五年,中层,9.0,0,5,10,3,10
563,湖里金尚金尚路332-368号玉鹭苑,118.1433955235119,24.498101554164204,42984,389,90.5,3,2,1,南北,23.0,1,满二年,中层,7.0,3,2,10,10,10
564,思明松柏湖滨北路231-237号宏益大厦,118.12146038671436,24.49231960247884,53059,700,131.93,3,2,1,南,18.0,1,满五年,低层,18.0,3,3,10,10,10
565,"湖里海天路竹坑路2-4,40-50号,长岸路1-5号滨海苑",118.08813810252087,24.508091556662485,42796,398,93,3,2,1,南,25.0,1,满五年,中层,7.0,0,0,1,10,10
566,思明松柏仙源里1-19号西郭新村,118.11280710038919,24.500491567891622,40533,408,100.66,3,2,2,南北,26.0,1,,低层,8.0,1,1,10,10,10
567,思明前埔前埔二里57-59号国贸汇景,118.16865635814979,24.474888754258565,46344,450,97.1,2,2,2,南,21.0,1,满五年,高层,21.0,0,1,10,10,10
568,湖里嘉园路嘉园路42-78号怡景花园,118.10685675597473,24.518947644508845,31999,370,115.63,3,2,2,南,30.0,1,满五年,高层,10.0,2,1,9,10,10
569,"思明将军祠育青路8号,12号,14号育青路教卫大院",118.09351665708704,24.45970206582733,55000,418,76,3,1,1,南北,34.0,1,满五年,高层,7.0,2,7,10,10,10
570,思明莲花莲前西路121-125号建行宿舍(思明),118.12286002097451,24.4800202806365,60797,368,60.53,2,2,1,南北,31.0,1,满五年,高层,7.0,4,3,10,10,10
571,集美集美新城杏北四里1-21号橡树湾(三期),118.04321223748502,24.585738568155623,47733,400,83.8,3,2,1,南,7.0,1,,低层,34.0,0,2,10,10,10
572,湖里SM商圈乌石浦二里76-93号中港花园一期,118.125369479287,24.505812238374872,42930,388,90.38,2,2,1,南,22.0,1,,中层,7.0,2,2,10,10,10
573,思明禾祥西路禾祥西路319-341号(单号)华鸿花园,118.08657291217345,24.469287934822795,50591,360,71.16,2,1,1,东西,32.0,1,,中层,7.0,0,4,10,10,10
574,思明莲前西路龙源里1-26号源昌君悦山,118.1297471761708,24.481688959126245,64694,588,90.89,2,2,1,南,9.0,0,满五年,中层,38.0,2,3,10,10,10
575,"思明镇海路上古街10号,白鹿路34号第一医院职工宿舍",118.07255786607907,24.464127713258048,52198,380,72.8,3,1,1,南北,41.0,1,,高层,6.0,0,0,0,0,0
576,湖里湖里大道湖里大道86-108号明园花园,118.1089706467667,24.513754193739317,36478,338,92.66,3,2,1,南,27.0,1,满二年,高层,7.0,2,2,10,10,10
577,思明中山路思明南路394号思明南路394号小区,118.08684702985711,24.446086915948644,67222,485,72.15,3,2,1,南北,38.0,1,满五年,中层,7.0,0,0,0,0,0
578,湖里海天路海天路131-217号海天小区,118.09698020974271,24.508098599053092,37132,320,86.18,3,2,1,南,33.0,1,满五年,高层,6.0,0,0,10,10,10
579,思明禾祥西路禾祥西路631-675号汇禾新城,118.0933048789321,24.47179016571677,58180,303,52.08,2,2,1,南北,24.0,1,,高层,7.0,0,5,10,10,10
580,思明体育中心仙岳路402-450号特运松柏文明小区,118.1085133630955,24.495222307973634,49043,338,68.92,2,1,1,南北,25.0,1,满二年,,5.0,2,2,10,10,10
581,湖里湖里大唐世家新丰路45-79号湖里大唐世家(八期),118.11951604978643,24.515648056902585,56134,480,85.51,2,2,1,南,20.0,1,,低层,6.0,3,5,10,10,10
582,思明松柏侨岳里27-31号侨建大厦,118.11150904419843,24.497468408238788,40834,490,120,3,2,1,东南,27.0,1,满五年,高层,9.0,2,1,10,10,10
583,思明湖滨北路石亭路1-174号石亭小区,118.08598579364075,24.483631711870977,54243,358,66,3,1,1,南北,37.0,1,满五年,高层,6.0,2,2,1,10,10
584,思明中山路东门路3-48号东门路3-48号小区,118.10408967569757,24.47138972351735,65725,530,80.64,3,2,1,南,33.0,1,满五年,中层,7.0,2,2,10,10,10
585,"湖里金山金山西三里133-146号,256-260号金卿家园",118.14593698752107,24.503323438562393,42717,390,91.3,3,2,1,南北,9.0,1,满二年,中层,20.0,1,3,10,10,10
586,思明会展中心会展南里107-113号明发海景苑,118.17427940930855,24.46532406506474,60516,528,87.25,4,2,2,东北,20.0,0,满五年,低层,16.0,0,0,10,7,10
587,思明槟榔湖光路79-87号南湖阁,118.10614248564318,24.480929740706696,61914,521,84.15,2,2,1,南北,18.0,1,,中层,6.0,2,6,8,10,10
588,湖里湖里大唐世家园山北里13-37号兴隆新村,118.12261773771296,24.51254414922878,36364,320,88,3,2,1,南,27.0,1,满二年,低层,7.0,3,4,10,10,10
589,湖里象屿保税区昌宾路23-49号特祥苑,118.09444652086249,24.518686589721796,31332,385,122.88,3,2,2,南,27.0,1,满五年,高层,7.0,0,0,1,8,10
590,湖里湖里大唐世家园山南路589-599号和谐家园,118.12709163318368,24.510186937897142,36247,350,96.56,3,2,1,南北,21.0,1,满五年,高层,7.0,3,3,10,10,10
591,思明白鹭洲七星西路172-176号七星园,118.09164156184482,24.49034508065448,51208,458,89.44,2,2,1,南北,28.0,1,满二年,高层,7.0,2,1,9,10,10
592,思明中山公园溪岸路98-100号建委宿舍,118.0865389780174,24.464222122242468,67060,569,84.85,2,2,1,南北,27.0,1,,高层,15.0,1,6,10,10,10
593,思明白鹭洲天湖路46号恒滨名宫,118.08519496382945,24.472153893214045,57491,378,65.75,2,1,1,南,26.0,1,,中层,12.0,0,2,10,10,10
594,思明莲花嘉禾路158-160号嘉益大厦,118.12109544163984,24.488715877634835,51914,533,102.67,2,2,1,西南,20.0,1,,中层,21.0,5,5,10,10,10
595,湖里象屿保税区兴隆路2号兴隆阁,118.08932387081197,24.510861084723835,45690,380,83.17,3,1,1,南,17.0,1,满二年,中层,10.0,0,0,0,9,10
596,思明禾祥西路后江埭路50-70号佳旺花园,118.09061710029141,24.468019372815167,51450,598,116.23,3,2,2,南北,27.0,1,,高层,7.0,1,6,10,10,10
597,湖里台湾街台湾街9-11号国联大厦,118.12699974650957,24.496397664783352,34604,436,126,3,2,2,南,25.0,1,满二年,中层,33.0,3,3,10,9,10
598,湖里殿前长浩一里50-95号翔鹭花城(二期),118.10051904401585,24.52804807498918,40906,320,78.23,3,2,2,南北,19.0,1,,高层,10.0,0,0,10,8,10
599,湖里海天路海天路9号银都广场,118.08919604207405,24.507593473420233,40910,360,88,3,2,1,南,21.0,1,满五年,高层,17.0,0,1,2,10,10
600,湖里南山南山路434-464号泰裕新城,118.1127926273672,24.50639136239218,39118,305,77.97,3,2,1,南北,20.0,1,满五年,低层,7.0,1,2,10,10,10
601,湖里后埔双浦东里20-30号新景华府国际,118.1365988913632,24.498416244244453,40909,499,121.98,3,2,2,南北,10.0,1,满二年,低层,24.0,3,3,10,10,10
602,思明湖滨南路湖滨南路44-48号湖滨南路44-48号小区,118.08270376797638,24.46877460899252,54255,308,56.77,3,1,1,南,38.0,1,满二年,低层,7.0,0,4,10,10,10
603,思明莲花盈翠里8号之1-之10中药厂宿舍,118.12131188305294,24.485254161401166,72828,688,94.47,3,2,1,南北,27.0,1,满五年,低层,7.0,4,5,10,10,10
604,思明湖滨北路湖滨北路117号检察院宿舍(滨北),118.09594417069587,24.48670332304858,70589,480,68,3,2,1,南,31.0,1,满五年,高层,8.0,2,5,10,10,10
605,思明白鹭洲湖滨南路91号非矿大厦,118.08798699622308,24.472548228314636,63421,435,68.59,2,1,1,东南,20.0,1,,中层,25.0,0,3,10,10,10
606,湖里台湾街台湾街145-181号新景天湖广场,118.12740408154373,24.49864809422764,66714,658,98.63,3,2,2,南北,17.0,1,满二年,低层,16.0,2,1,10,10,10
607,湖里东渡东渡路59-61号振华大厦,118.07365601927607,24.485478156711928,49535,420,84.79,2,2,1,东南,21.0,1,满五年,高层,27.0,0,0,0,4,10
608,思明湖滨北路湖滨北路29-31号中信广场,118.07910800805043,24.4814648077955,43705,530,121.27,3,2,2,北,26.0,1,满五年,中层,35.0,0,1,0,10,10
609,思明镇海路九竹巷60-80号金色梦想小区,118.07993852959967,24.451788216930648,46929,356,75.86,3,2,2,南北,21.0,1,满二年,中层,7.0,0,5,10,10,10
610,思明松柏体育路167-193号海鸿花园,118.11054691211712,24.49292362310462,49450,539,109,3,2,1,南北,27.0,1,满二年,中层,8.0,3,4,10,10,10
611,思明中山路豆仔尾路294-301号豆仔尾路294-301号小区,118.08287554040267,24.46557293422855,57213,495,86.52,3,2,2,南北,38.0,1,满五年,高层,7.0,0,4,10,10,10
612,思明莲花吕岭路124-126号凯悦丽池大厦,118.13108222467206,24.494564214070074,45122,615,136.3,3,2,2,南北,19.0,1,,中层,17.0,2,3,10,10,10
613,"思明瑞景侨福里1-19号,侨龙里1-18号侨福城小区(二期)",118.16078370948318,24.4805055475002,40959,446,108.89,3,2,2,南北,16.0,1,满五年,低层,9.0,0,1,10,10,10
614,湖里湖里大道华昌路100-118号荣华大厦,118.09300113039899,24.510891870297908,46131,450,97.55,3,2,1,南,31.0,1,满五年,高层,14.0,0,0,0,10,10
615,思明松柏仙源里40-71号松柏华庭,118.11420958171614,24.50085773114669,62746,399,63.59,2,1,1,南,18.0,1,满五年,低层,9.0,1,1,10,10,10
616,思明将军祠阳台山路6-14号阳台佳苑,118.09707777378436,24.4607236171117,63378,438,69.11,3,1,1,南北,36.0,1,满二年,高层,6.0,2,6,10,10,10
617,湖里湖里大道华荣路60-88号欣华花园,118.10424474331275,24.513355699700867,40355,446,110.52,3,2,2,南北,24.0,1,满二年,低层,7.0,1,1,10,10,10
618,思明中山路双莲池街46-50号双莲池街46-50号小区,118.07823153678468,24.461635773093203,49083,329,67.03,3,1,1,南北,40.0,1,满二年,低层,6.0,0,4,10,10,10
619,思明禾祥西路斗西路156-158号(双号)祥和广场,118.08161113034592,24.46594742140895,50945,688,135.05,3,2,2,西北,24.0,1,满二年,高层,31.0,0,4,10,10,10
620,湖里SM商圈南山路95号南山路95号小区,118.09824663739197,24.50402872962046,34963,329,94.1,3,2,1,南北,24.0,1,满五年,中层,6.0,0,1,10,10,10
621,思明莲坂嘉禾路233-259号华天花园,118.11779617849135,24.487534212886867,53410,560,104.85,2,2,1,东南,18.0,1,满二年,高层,31.0,4,5,10,10,10
622,思明莲前东路西林东里136-152号香榭园,118.14024929091408,24.47622990447761,45857,410,89.41,2,2,1,南北,25.0,0,满五年,高层,7.0,0,2,10,8,10
623,思明文灶厦禾路861-863号九龙城,118.10198593313254,24.46913847292882,58518,315,53.83,3,2,2,北,17.0,1,满五年,低层,22.0,3,3,10,10,10
624,湖里后埔吕岭路201-209号吕岭综合楼,118.13499574940113,24.49508824130962,35496,330,92.97,3,2,1,南,28.0,1,满二年,中层,8.0,2,3,10,10,10
625,思明将军祠阳台山路19-25号阳台山公安宿舍,118.09776867126664,24.4606913379645,47980,330,68.78,3,2,1,南北,29.0,1,满二年,中层,6.0,2,6,10,10,10
626,湖里SM商圈乌石浦二里1-47号中港花园(二期),118.12411704178591,24.505741884246167,47250,536,113.44,3,2,2,南北,23.0,1,满五年,,5.0,2,2,10,10,10
627,湖里金尚双浦西里148-177号金彩花苑,118.1357544808787,24.49622284423834,42292,499,117.99,3,2,2,南北,19.0,1,,中层,7.0,4,3,10,10,10
628,湖里象屿保税区长岸路86-94号恒丰花园(二期),118.08845571449477,24.51008359652811,41786,380,90.94,3,2,1,南,19.0,1,满二年,中层,16.0,0,0,0,7,10
629,思明中山路百家村路56号百家村路56号小区,118.08849996611367,24.461009413817305,53108,470,88.5,2,2,1,南北,32.0,1,满五年,高层,8.0,2,6,10,10,10
630,思明中山公园溪岸街78号美仁宫大厦公寓,118.0874944772022,24.46479106756649,64750,518,80,2,2,1,北,25.0,1,满二年,高层,22.0,2,7,10,10,10
631,思明思北厦禾路268号源通中心,118.07413773367222,24.462135336917886,72491,590,81.39,3,0,0,西南,20.0,1,满二年,低层,31.0,0,0,0,0,0
632,思明松柏屿后北里323-346号屿后北里323-346号小区,118.1175589778701,24.497780622249017,44884,300,66.84,2,1,1,南,25.0,1,满五年,高层,7.0,2,3,10,10,10
633,思明松柏仙岳路584号德馨大厦,118.12031183413004,24.500396528198273,54154,650,120.03,3,3,3,南北,19.0,1,满五年,中层,25.0,1,2,10,10,10
634,思明莲坂湖滨南路819号宝福大厦,118.11477461852155,24.47967851718048,48736,530,108.75,3,2,2,北,24.0,1,满五年,低层,35.0,4,5,10,10,10
