ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
956,集美集美新城园博六里1-43号IOI园博湾,118.04926990618563,24.589375931601463,30537,368,120.51,3,2,2,南北,24.0,1,,高层,26.0,1,2,8,10,10
957,思明新华路苏厝街1-91号苏厝街小区,118.08142716073945,24.455375662789105,67902,550,81,5,2,4,西南,39.0,1,满五年,,4.0,1,6,10,10,10
958,思明厦大大学路160-162号山海花园,118.08404069479808,24.439427406869438,62814,688,109.53,3,2,2,东南,19.0,0,满五年,低层,9.0,0,0,0,0,0
959,湖里台湾街台湾街253-275号天地花园,118.12735115446252,24.500213361454545,35055,368,104.98,3,2,1,南北,24.0,1,满二年,高层,8.0,2,2,10,10,10
960,思明新华路同安路2号天鹭大厦,118.08401660484387,24.456251140570394,100910,999,99,2,2,1,南,28.0,1,满五年,高层,33.0,1,7,10,10,10
961,"海沧阿罗海广场滨湖一里151-155,188-189号天源(B区公寓住宅)",118.02429619651113,24.48536004852402,41154,488,118.58,3,2,2,南北,8.0,1,满五年,高层,33.0,0,0,4,9,10
962,湖里湖边水库片区金盛里24-39号忠仑花园,118.14433611809014,24.49246385680483,43228,450,104.1,3,2,1,南北,8.0,1,满二年,低层,17.0,2,2,10,10,10
963,思明火车站湖滨东路52号特贸宿舍,118.10979580826698,24.473834953085287,69392,798,115,3,2,2,南北,24.0,1,满五年,低层,8.0,2,3,10,10,10
964,"集美集美学村盛光路390-396,476-482号海景明珠(公寓住宅)",118.098945518115,24.578935316269074,35015,318,90.82,3,2,1,南北,14.0,0,,高层,12.0,1,2,10,10,10
965,思明莲坂莲前西路159号莲坂新小区,118.12434283653155,24.481298616455152,58628,598,102,3,2,1,南北,24.0,1,满五年,中层,6.0,4,2,10,10,10
966,海沧阿罗海广场滨湖一里1-38号天湖城天湖,118.02478375904703,24.48297741089739,33789,309,91.45,2,2,1,南,12.0,1,,中层,26.0,0,1,2,10,10
967,湖里枋湖金湖三里30-45号禹洲香槟城,118.14657293895239,24.51042005734184,52168,639,122.49,4,2,2,南,17.0,1,满五年,低层,15.0,0,4,10,10,10
968,湖里金尚金尚路371-397号惠鸿花园,118.14216920648326,24.498417562327162,36060,380,105.38,3,2,2,南,26.0,1,满五年,中层,7.0,2,1,10,10,10
969,思明莲花香莲里5-21号香莲里5-21号小区,118.12327208122161,24.489404385585885,57346,680,118.58,4,2,2,南,27.0,1,满五年,高层,6.0,3,3,10,10,10
970,思明莲前东路洪文五里90-101号洪山柄南区,118.15323023397447,24.477497767381063,68334,328,48,1,1,1,南北,18.0,1,满二年,高层,11.0,0,0,9,10,10
971,湖里湖里万达五通一里1-72号五通小区一里,118.18736648683338,24.510955687448572,45596,308,67.55,2,1,1,南北,16.0,1,满二年,中层,6.0,0,1,7,10,10
972,海沧海沧生活区海富里330-346号隆晖花园,118.02651793876231,24.492315259481696,39048,323,82.72,4,2,2,南北,23.0,1,,中层,11.0,0,0,5,10,10
973,思明思北鹭江道276-294号海韵园,118.10898692321484,24.432628298153954,63379,798,125.91,3,2,2,东西,23.0,1,满五年,低层,10.0,1,0,10,9,10
974,"湖里台湾街江头北路76,132,150号东方威尼斯",118.12705015595016,24.49929937927047,47634,616,129.32,4,2,3,南,14.0,1,满二年,中层,16.0,2,1,10,10,10
